Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Japan,Residential Property Prices,2018-12-31T00:00:00,2.51,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2019-03-31T00:00:00,2.31,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2019-06-30T00:00:00,1.93,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2019-09-30T00:00:00,1.25,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2019-12-31T00:00:00,0.96,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2020-03-31T00:00:00,-0.43,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2020-06-30T00:00:00,-0.7,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2020-09-30T00:00:00,-0.12,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2020-12-31T00:00:00,1.57,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2021-03-31T00:00:00,3.34,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2021-06-30T00:00:00,5.47,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2021-09-30T00:00:00,8.14,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2021-12-31T00:00:00,6.82,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2022-03-31T00:00:00,9.06,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2022-06-30T00:00:00,9.2,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2022-09-30T00:00:00,7.86,Quarterly,JPRPP,2023-06-20T12:42:00
Japan,Residential Property Prices,2022-12-31T00:00:00,7.53,Quarterly,JPRPP,2023-07-29T13:49:00
Japan,Residential Property Prices,2023-03-31T00:00:00,4.88,Quarterly,JPRPP,2023-07-29T13:49:00
